Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094250,2018,06,14,13.3,1,Y
IDCJAC0010,094250,2018,06,15,12.4,1,Y
IDCJAC0010,094250,2018,06,16,11.7,1,Y
IDCJAC0010,094250,2018,06,17,12.0,1,Y
IDCJAC0010,094250,2018,06,18,11.3,1,Y
IDCJAC0010,094250,2018,06,19,12.0,1,Y
IDCJAC0010,094250,2018,06,20,13.4,1,Y
IDCJAC0010,094250,2018,06,21,13.2,1,Y
IDCJAC0010,094250,2018,06,22,14.2,1,Y
IDCJAC0010,094250,2018,06,23,12.4,1,Y
IDCJAC0010,094250,2018,06,24,11.8,1,Y
IDCJAC0010,094250,2018,06,25,15.3,1,Y
IDCJAC0010,094250,2018,06,26,14.7,1,Y
IDCJAC0010,094250,2018,06,27,11.6,1,Y
IDCJAC0010,094250,2018,06,28,,,
IDCJAC0010,094250,2018,06,29,10.6,1,Y
IDCJAC0010,094250,2018,06,30,13.1,1,Y
IDCJAC0010,094250,2018,07,01,14.6,1,Y
IDCJAC0010,094250,2018,07,02,14.2,1,Y
IDCJAC0010,094250,2018,07,03,15.6,1,Y
IDCJAC0010,094250,2018,07,04,17.0,1,Y
IDCJAC0010,094250,2018,07,05,16.5,1,Y
IDCJAC0010,094250,2018,07,06,11.7,1,Y
IDCJAC0010,094250,2018,07,07,11.1,1,Y
IDCJAC0010,094250,2018,07,08,9.5,1,Y
IDCJAC0010,094250,2018,07,09,12.8,1,Y
IDCJAC0010,094250,2018,07,10,12.8,1,Y
IDCJAC0010,094250,2018,07,11,13.3,1,Y
IDCJAC0010,094250,2018,07,12,12.7,1,Y
IDCJAC0010,094250,2018,07,13,13.7,1,Y
IDCJAC0010,094250,2018,07,14,11.7,1,Y
IDCJAC0010,094250,2018,07,15,12.8,1,Y
IDCJAC0010,094250,2018,07,16,14.3,1,Y
IDCJAC0010,094250,2018,07,17,17.3,1,Y
IDCJAC0010,094250,2018,07,18,15.3,1,Y
IDCJAC0010,094250,2018,07,19,12.6,1,Y
IDCJAC0010,094250,2018,07,20,11.3,1,Y
IDCJAC0010,094250,2018,07,21,12.0,1,Y
IDCJAC0010,094250,2018,07,22,13.8,1,Y
IDCJAC0010,094250,2018,07,23,12.0,1,Y
IDCJAC0010,094250,2018,07,24,14.0,1,Y
IDCJAC0010,094250,2018,07,25,13.2,1,Y
IDCJAC0010,094250,2018,07,26,13.5,1,Y
IDCJAC0010,094250,2018,07,27,13.9,1,Y
IDCJAC0010,094250,2018,07,28,14.6,1,Y
IDCJAC0010,094250,2018,07,29,10.8,1,Y
IDCJAC0010,094250,2018,07,30,12.6,1,Y
IDCJAC0010,094250,2018,07,31,13.1,1,Y
IDCJAC0010,094250,2018,08,01,13.2,1,Y
IDCJAC0010,094250,2018,08,02,12.4,1,Y
IDCJAC0010,094250,2018,08,03,17.1,1,Y
IDCJAC0010,094250,2018,08,04,15.4,1,Y
IDCJAC0010,094250,2018,08,05,17.0,1,Y
IDCJAC0010,094250,2018,08,06,14.6,1,Y
IDCJAC0010,094250,2018,08,07,12.9,1,Y
IDCJAC0010,094250,2018,08,08,16.1,1,Y
IDCJAC0010,094250,2018,08,09,17.4,1,Y
IDCJAC0010,094250,2018,08,10,17.7,1,Y
IDCJAC0010,094250,2018,08,11,11.4,1,Y
IDCJAC0010,094250,2018,08,12,13.7,1,Y
IDCJAC0010,094250,2018,08,13,15.0,1,Y
IDCJAC0010,094250,2018,08,14,18.0,1,Y
IDCJAC0010,094250,2018,08,15,11.7,1,Y
IDCJAC0010,094250,2018,08,16,13.2,1,Y
IDCJAC0010,094250,2018,08,17,16.6,1,Y
IDCJAC0010,094250,2018,08,18,13.0,1,Y
IDCJAC0010,094250,2018,08,19,9.4,1,Y
IDCJAC0010,094250,2018,08,20,9.4,1,Y
IDCJAC0010,094250,2018,08,21,10.3,1,Y
IDCJAC0010,094250,2018,08,22,13.0,1,Y
IDCJAC0010,094250,2018,08,23,13.7,1,Y
IDCJAC0010,094250,2018,08,24,16.9,1,Y
IDCJAC0010,094250,2018,08,25,18.1,1,Y
IDCJAC0010,094250,2018,08,26,16.0,1,Y
IDCJAC0010,094250,2018,08,27,9.6,1,Y
IDCJAC0010,094250,2018,08,28,10.2,1,Y
IDCJAC0010,094250,2018,08,29,10.6,1,Y
IDCJAC0010,094250,2018,08,30,14.9,1,Y
IDCJAC0010,094250,2018,08,31,13.8,1,Y
IDCJAC0010,094250,2018,09,01,12.0,1,Y
IDCJAC0010,094250,2018,09,02,12.0,1,Y
IDCJAC0010,094250,2018,09,03,13.7,1,Y
IDCJAC0010,094250,2018,09,04,15.3,1,Y
IDCJAC0010,094250,2018,09,05,15.9,1,Y
IDCJAC0010,094250,2018,09,06,18.6,1,Y
IDCJAC0010,094250,2018,09,07,14.5,1,Y
IDCJAC0010,094250,2018,09,08,16.7,1,Y
IDCJAC0010,094250,2018,09,09,17.6,1,Y
IDCJAC0010,094250,2018,09,10,20.9,1,Y
IDCJAC0010,094250,2018,09,11,19.9,1,Y
IDCJAC0010,094250,2018,09,12,15.7,1,Y
IDCJAC0010,094250,2018,09,13,19.8,1,Y
IDCJAC0010,094250,2018,09,14,21.7,1,Y
IDCJAC0010,094250,2018,09,15,15.2,1,Y
IDCJAC0010,094250,2018,09,16,14.4,1,Y
IDCJAC0010,094250,2018,09,17,17.1,1,Y
IDCJAC0010,094250,2018,09,18,21.1,1,Y
IDCJAC0010,094250,2018,09,19,12.7,1,Y
IDCJAC0010,094250,2018,09,20,17.1,1,Y
IDCJAC0010,094250,2018,09,21,21.1,1,Y
IDCJAC0010,094250,2018,09,22,19.1,1,Y
IDCJAC0010,094250,2018,09,23,11.3,1,Y
IDCJAC0010,094250,2018,09,24,13.8,1,Y
IDCJAC0010,094250,2018,09,25,13.1,1,Y
IDCJAC0010,094250,2018,09,26,15.1,1,Y
IDCJAC0010,094250,2018,09,27,20.3,1,Y
IDCJAC0010,094250,2018,09,28,14.0,1,Y
IDCJAC0010,094250,2018,09,29,14.8,1,Y
IDCJAC0010,094250,2018,09,30,20.0,1,Y
IDCJAC0010,094250,2018,10,01,18.8,1,Y
IDCJAC0010,094250,2018,10,02,17.9,1,Y
IDCJAC0010,094250,2018,10,03,16.2,1,Y
IDCJAC0010,094250,2018,10,04,14.5,1,Y
IDCJAC0010,094250,2018,10,05,16.2,1,Y
IDCJAC0010,094250,2018,10,06,17.4,1,Y
IDCJAC0010,094250,2018,10,07,21.2,1,Y
IDCJAC0010,094250,2018,10,08,18.7,1,Y
IDCJAC0010,094250,2018,10,09,13.1,1,Y
IDCJAC0010,094250,2018,10,10,12.8,1,Y
IDCJAC0010,094250,2018,10,11,13.4,1,Y
IDCJAC0010,094250,2018,10,12,18.4,1,Y
IDCJAC0010,094250,2018,10,13,22.2,1,Y
IDCJAC0010,094250,2018,10,14,20.8,1,Y
IDCJAC0010,094250,2018,10,15,26.0,1,Y
IDCJAC0010,094250,2018,10,16,23.9,1,Y
IDCJAC0010,094250,2018,10,17,19.5,1,Y
IDCJAC0010,094250,2018,10,18,21.9,1,Y
IDCJAC0010,094250,2018,10,19,22.0,1,Y
IDCJAC0010,094250,2018,10,20,20.6,1,Y
IDCJAC0010,094250,2018,10,21,18.9,1,Y
IDCJAC0010,094250,2018,10,22,22.8,1,Y
IDCJAC0010,094250,2018,10,23,20.8,1,Y
IDCJAC0010,094250,2018,10,24,15.0,1,Y
IDCJAC0010,094250,2018,10,25,17.0,1,Y
IDCJAC0010,094250,2018,10,26,17.5,1,Y
IDCJAC0010,094250,2018,10,27,15.7,1,Y
IDCJAC0010,094250,2018,10,28,15.5,1,Y
IDCJAC0010,094250,2018,10,29,16.7,1,Y
IDCJAC0010,094250,2018,10,30,22.6,1,Y
IDCJAC0010,094250,2018,10,31,17.1,1,Y
IDCJAC0010,094250,2018,11,01,24.6,1,Y
IDCJAC0010,094250,2018,11,02,25.9,1,Y
IDCJAC0010,094250,2018,11,03,16.4,1,Y
IDCJAC0010,094250,2018,11,04,18.8,1,Y
IDCJAC0010,094250,2018,11,05,23.8,1,Y
IDCJAC0010,094250,2018,11,06,19.2,1,Y
IDCJAC0010,094250,2018,11,07,16.8,1,Y
IDCJAC0010,094250,2018,11,08,17.4,1,Y
IDCJAC0010,094250,2018,11,09,19.0,1,Y
IDCJAC0010,094250,2018,11,10,21.3,1,Y
IDCJAC0010,094250,2018,11,11,18.0,1,Y
IDCJAC0010,094250,2018,11,12,22.8,1,Y
IDCJAC0010,094250,2018,11,13,29.6,1,Y
IDCJAC0010,094250,2018,11,14,19.0,1,Y
IDCJAC0010,094250,2018,11,15,14.5,1,Y
IDCJAC0010,094250,2018,11,16,17.6,1,Y
IDCJAC0010,094250,2018,11,17,19.8,1,Y
IDCJAC0010,094250,2018,11,18,20.2,1,Y
IDCJAC0010,094250,2018,11,19,24.0,1,Y
IDCJAC0010,094250,2018,11,20,23.1,1,Y
IDCJAC0010,094250,2018,11,21,17.0,1,Y
IDCJAC0010,094250,2018,11,22,14.2,1,Y
IDCJAC0010,094250,2018,11,23,16.2,1,Y
IDCJAC0010,094250,2018,11,24,16.6,1,Y
IDCJAC0010,094250,2018,11,25,14.0,1,Y
IDCJAC0010,094250,2018,11,26,18.2,1,Y
IDCJAC0010,094250,2018,11,27,18.2,1,Y
IDCJAC0010,094250,2018,11,28,19.7,1,Y
IDCJAC0010,094250,2018,11,29,20.7,1,Y
IDCJAC0010,094250,2018,11,30,19.6,1,Y
IDCJAC0010,094250,2018,12,01,24.6,1,Y
IDCJAC0010,094250,2018,12,02,19.2,1,Y
IDCJAC0010,094250,2018,12,03,19.0,1,Y
IDCJAC0010,094250,2018,12,04,20.0,1,Y
IDCJAC0010,094250,2018,12,05,21.2,1,Y
IDCJAC0010,094250,2018,12,06,31.2,1,Y
IDCJAC0010,094250,2018,12,07,28.8,1,Y
IDCJAC0010,094250,2018,12,08,20.8,1,Y
IDCJAC0010,094250,2018,12,09,19.4,1,Y
IDCJAC0010,094250,2018,12,10,20.9,1,Y
IDCJAC0010,094250,2018,12,11,20.7,1,Y
IDCJAC0010,094250,2018,12,12,25.3,1,Y
IDCJAC0010,094250,2018,12,13,24.3,1,Y
IDCJAC0010,094250,2018,12,14,22.6,1,Y
IDCJAC0010,094250,2018,12,15,21.3,1,Y
IDCJAC0010,094250,2018,12,16,27.2,1,Y
IDCJAC0010,094250,2018,12,17,20.8,1,Y
IDCJAC0010,094250,2018,12,18,17.8,1,Y
IDCJAC0010,094250,2018,12,19,23.3,1,Y
IDCJAC0010,094250,2018,12,20,18.1,1,Y
IDCJAC0010,094250,2018,12,21,16.8,1,Y
IDCJAC0010,094250,2018,12,22,18.8,1,Y
IDCJAC0010,094250,2018,12,23,25.5,1,Y
IDCJAC0010,094250,2018,12,24,32.6,1,Y
IDCJAC0010,094250,2018,12,25,20.2,1,Y
IDCJAC0010,094250,2018,12,26,22.3,1,Y
IDCJAC0010,094250,2018,12,27,26.2,1,Y
IDCJAC0010,094250,2018,12,28,22.7,1,Y
IDCJAC0010,094250,2018,12,29,26.3,1,Y
IDCJAC0010,094250,2018,12,30,22.9,1,Y
IDCJAC0010,094250,2018,12,31,23.8,1,Y
IDCJAC0010,094250,2019,01,01,27.6,1,Y
IDCJAC0010,094250,2019,01,02,25.1,1,Y
IDCJAC0010,094250,2019,01,03,28.7,1,Y
IDCJAC0010,094250,2019,01,04,36.4,1,Y
IDCJAC0010,094250,2019,01,05,24.3,1,Y
IDCJAC0010,094250,2019,01,06,24.8,1,Y
IDCJAC0010,094250,2019,01,07,22.2,1,Y
IDCJAC0010,094250,2019,01,08,22.9,1,Y
IDCJAC0010,094250,2019,01,09,21.2,1,Y
IDCJAC0010,094250,2019,01,10,23.1,1,Y
IDCJAC0010,094250,2019,01,11,29.8,1,Y
IDCJAC0010,094250,2019,01,12,24.7,1,Y
IDCJAC0010,094250,2019,01,13,24.1,1,Y
IDCJAC0010,094250,2019,01,14,27.3,1,Y
IDCJAC0010,094250,2019,01,15,27.1,1,Y
IDCJAC0010,094250,2019,01,16,21.1,1,Y
IDCJAC0010,094250,2019,01,17,24.8,1,Y
IDCJAC0010,094250,2019,01,18,23.8,1,Y
IDCJAC0010,094250,2019,01,19,24.1,1,Y
IDCJAC0010,094250,2019,01,20,29.0,1,Y
IDCJAC0010,094250,2019,01,21,30.7,1,Y
IDCJAC0010,094250,2019,01,22,25.1,1,Y
IDCJAC0010,094250,2019,01,23,18.9,1,Y
IDCJAC0010,094250,2019,01,24,24.9,1,Y
IDCJAC0010,094250,2019,01,25,39.3,1,Y
IDCJAC0010,094250,2019,01,26,21.2,1,Y
IDCJAC0010,094250,2019,01,27,25.6,1,Y
IDCJAC0010,094250,2019,01,28,31.9,1,Y
IDCJAC0010,094250,2019,01,29,33.3,1,Y
IDCJAC0010,094250,2019,01,30,31.0,1,Y
IDCJAC0010,094250,2019,01,31,18.0,1,Y
IDCJAC0010,094250,2019,02,01,20.5,1,Y
IDCJAC0010,094250,2019,02,02,27.2,1,Y
IDCJAC0010,094250,2019,02,03,28.1,1,Y
IDCJAC0010,094250,2019,02,04,22.7,1,Y
IDCJAC0010,094250,2019,02,05,17.7,1,Y
IDCJAC0010,094250,2019,02,06,24.0,1,Y
IDCJAC0010,094250,2019,02,07,29.4,1,Y
IDCJAC0010,094250,2019,02,08,23.7,1,Y
IDCJAC0010,094250,2019,02,09,17.8,1,Y
IDCJAC0010,094250,2019,02,10,25.7,1,Y
IDCJAC0010,094250,2019,02,11,27.8,1,Y
IDCJAC0010,094250,2019,02,12,17.3,1,Y
IDCJAC0010,094250,2019,02,13,18.4,1,Y
IDCJAC0010,094250,2019,02,14,22.6,1,Y
IDCJAC0010,094250,2019,02,15,21.6,1,Y
IDCJAC0010,094250,2019,02,16,24.5,1,Y
IDCJAC0010,094250,2019,02,17,26.0,1,Y
IDCJAC0010,094250,2019,02,18,25.3,1,Y
IDCJAC0010,094250,2019,02,19,21.1,1,Y
IDCJAC0010,094250,2019,02,20,22.2,1,Y
IDCJAC0010,094250,2019,02,21,19.6,1,Y
IDCJAC0010,094250,2019,02,22,22.2,1,Y
IDCJAC0010,094250,2019,02,23,17.7,1,Y
IDCJAC0010,094250,2019,02,24,26.1,1,Y
IDCJAC0010,094250,2019,02,25,32.6,1,Y
IDCJAC0010,094250,2019,02,26,18.5,1,Y
IDCJAC0010,094250,2019,02,27,21.0,1,Y
IDCJAC0010,094250,2019,02,28,24.7,1,Y
IDCJAC0010,094250,2019,03,01,31.3,1,Y
IDCJAC0010,094250,2019,03,02,38.1,1,Y
IDCJAC0010,094250,2019,03,03,27.1,1,Y
IDCJAC0010,094250,2019,03,04,26.8,1,Y
IDCJAC0010,094250,2019,03,05,22.7,1,Y
IDCJAC0010,094250,2019,03,06,15.8,1,Y
IDCJAC0010,094250,2019,03,07,20.8,1,Y
IDCJAC0010,094250,2019,03,08,23.9,1,Y
IDCJAC0010,094250,2019,03,09,16.8,1,Y
IDCJAC0010,094250,2019,03,10,23.9,1,Y
IDCJAC0010,094250,2019,03,11,21.9,1,Y
IDCJAC0010,094250,2019,03,12,18.6,1,Y
IDCJAC0010,094250,2019,03,13,16.6,1,Y
IDCJAC0010,094250,2019,03,14,22.0,1,Y
IDCJAC0010,094250,2019,03,15,20.0,1,Y
IDCJAC0010,094250,2019,03,16,22.6,1,Y
IDCJAC0010,094250,2019,03,17,22.1,1,Y
IDCJAC0010,094250,2019,03,18,21.9,1,Y
IDCJAC0010,094250,2019,03,19,21.1,1,Y
IDCJAC0010,094250,2019,03,20,22.5,1,Y
IDCJAC0010,094250,2019,03,21,18.3,1,Y
IDCJAC0010,094250,2019,03,22,19.8,1,Y
IDCJAC0010,094250,2019,03,23,23.9,1,Y
IDCJAC0010,094250,2019,03,24,25.1,1,Y
IDCJAC0010,094250,2019,03,25,15.3,1,Y
IDCJAC0010,094250,2019,03,26,18.5,1,Y
IDCJAC0010,094250,2019,03,27,,,
IDCJAC0010,094250,2019,03,28,24.8,1,Y
IDCJAC0010,094250,2019,03,29,27.2,1,Y
IDCJAC0010,094250,2019,03,30,17.7,1,Y
IDCJAC0010,094250,2019,03,31,15.8,1,Y
IDCJAC0010,094250,2019,04,01,17.2,1,Y
IDCJAC0010,094250,2019,04,02,19.6,1,Y
IDCJAC0010,094250,2019,04,03,19.3,1,Y
IDCJAC0010,094250,2019,04,04,18.5,1,Y
IDCJAC0010,094250,2019,04,05,21.7,1,Y
IDCJAC0010,094250,2019,04,06,20.4,1,Y
IDCJAC0010,094250,2019,04,07,22.4,1,Y
IDCJAC0010,094250,2019,04,08,18.6,1,Y
IDCJAC0010,094250,2019,04,09,15.3,1,Y
IDCJAC0010,094250,2019,04,10,18.0,1,Y
IDCJAC0010,094250,2019,04,11,17.9,1,Y
IDCJAC0010,094250,2019,04,12,22.0,1,Y
IDCJAC0010,094250,2019,04,13,17.5,1,Y
IDCJAC0010,094250,2019,04,14,17.9,1,Y
IDCJAC0010,094250,2019,04,15,20.5,1,Y
IDCJAC0010,094250,2019,04,16,27.1,1,Y
IDCJAC0010,094250,2019,04,17,28.9,1,Y
IDCJAC0010,094250,2019,04,18,16.7,1,Y
IDCJAC0010,094250,2019,04,19,15.6,1,Y
IDCJAC0010,094250,2019,04,20,23.6,1,Y
IDCJAC0010,094250,2019,04,21,26.8,1,Y
IDCJAC0010,094250,2019,04,22,19.1,1,Y
IDCJAC0010,094250,2019,04,23,20.0,1,Y
IDCJAC0010,094250,2019,04,24,19.8,1,Y
IDCJAC0010,094250,2019,04,25,19.3,1,Y
IDCJAC0010,094250,2019,04,26,12.7,1,Y
IDCJAC0010,094250,2019,04,27,17.1,1,Y
IDCJAC0010,094250,2019,04,28,16.4,1,Y
IDCJAC0010,094250,2019,04,29,19.1,1,Y
IDCJAC0010,094250,2019,04,30,21.9,1,Y
IDCJAC0010,094250,2019,05,01,17.6,1,Y
IDCJAC0010,094250,2019,05,02,21.6,1,Y
IDCJAC0010,094250,2019,05,03,19.8,1,Y
IDCJAC0010,094250,2019,05,04,15.7,1,Y
IDCJAC0010,094250,2019,05,05,13.4,1,Y
IDCJAC0010,094250,2019,05,06,13.2,1,Y
IDCJAC0010,094250,2019,05,07,16.1,1,Y
IDCJAC0010,094250,2019,05,08,16.8,1,Y
IDCJAC0010,094250,2019,05,09,15.6,1,Y
IDCJAC0010,094250,2019,05,10,12.9,1,Y
IDCJAC0010,094250,2019,05,11,16.8,1,Y
IDCJAC0010,094250,2019,05,12,17.5,1,Y
IDCJAC0010,094250,2019,05,13,19.6,1,Y
IDCJAC0010,094250,2019,05,14,15.9,1,Y
IDCJAC0010,094250,2019,05,15,19.2,1,Y
IDCJAC0010,094250,2019,05,16,18.0,1,Y
IDCJAC0010,094250,2019,05,17,18.2,1,Y
IDCJAC0010,094250,2019,05,18,19.2,1,Y
IDCJAC0010,094250,2019,05,19,15.9,1,Y
IDCJAC0010,094250,2019,05,20,15.8,1,Y
IDCJAC0010,094250,2019,05,21,18.7,1,Y
IDCJAC0010,094250,2019,05,22,17.8,1,Y
IDCJAC0010,094250,2019,05,23,18.2,1,Y
IDCJAC0010,094250,2019,05,24,18.6,1,Y
IDCJAC0010,094250,2019,05,25,16.8,1,Y
IDCJAC0010,094250,2019,05,26,15.2,1,Y
IDCJAC0010,094250,2019,05,27,13.0,1,Y
IDCJAC0010,094250,2019,05,28,11.6,1,Y
IDCJAC0010,094250,2019,05,29,10.4,1,Y
IDCJAC0010,094250,2019,05,30,13.6,1,Y
IDCJAC0010,094250,2019,05,31,13.6,1,Y
IDCJAC0010,094250,2019,06,01,16.1,1,Y
IDCJAC0010,094250,2019,06,02,10.5,1,Y
IDCJAC0010,094250,2019,06,03,10.3,1,Y
IDCJAC0010,094250,2019,06,04,11.6,1,Y
IDCJAC0010,094250,2019,06,05,13.7,1,Y
IDCJAC0010,094250,2019,06,06,16.5,1,Y
IDCJAC0010,094250,2019,06,07,16.5,1,Y
IDCJAC0010,094250,2019,06,08,13.6,1,Y
IDCJAC0010,094250,2019,06,09,14.3,1,Y
IDCJAC0010,094250,2019,06,10,15.5,1,Y
IDCJAC0010,094250,2019,06,11,18.5,1,Y
IDCJAC0010,094250,2019,06,12,15.6,1,Y
IDCJAC0010,094250,2019,06,13,15.4,1,Y
IDCJAC0010,094250,2019,06,14,14.0,1,Y
IDCJAC0010,094250,2019,06,15,13.1,1,Y
IDCJAC0010,094250,2019,06,16,13.0,1,Y
IDCJAC0010,094250,2019,06,17,14.4,1,Y
IDCJAC0010,094250,2019,06,18,15.3,1,Y
IDCJAC0010,094250,2019,06,19,10.3,1,Y
IDCJAC0010,094250,2019,06,20,11.5,1,Y
IDCJAC0010,094250,2019,06,21,10.9,1,Y
IDCJAC0010,094250,2019,06,22,10.9,1,Y
IDCJAC0010,094250,2019,06,23,12.2,1,Y
IDCJAC0010,094250,2019,06,24,11.1,1,Y
IDCJAC0010,094250,2019,06,25,11.8,1,Y
IDCJAC0010,094250,2019,06,26,15.0,1,Y
IDCJAC0010,094250,2019,06,27,14.1,1,Y
IDCJAC0010,094250,2019,06,28,16.5,1,Y
IDCJAC0010,094250,2019,06,29,17.1,1,Y
IDCJAC0010,094250,2019,06,30,15.4,1,Y
IDCJAC0010,094250,2019,07,01,18.0,1,Y
IDCJAC0010,094250,2019,07,02,13.2,1,Y
IDCJAC0010,094250,2019,07,03,13.4,1,Y
IDCJAC0010,094250,2019,07,04,13.2,1,Y
IDCJAC0010,094250,2019,07,05,12.9,1,Y
IDCJAC0010,094250,2019,07,06,15.6,1,Y
IDCJAC0010,094250,2019,07,07,13.3,1,Y
IDCJAC0010,094250,2019,07,08,14.5,1,Y
IDCJAC0010,094250,2019,07,09,14.6,1,Y
IDCJAC0010,094250,2019,07,10,16.6,1,Y
IDCJAC0010,094250,2019,07,11,13.5,1,Y
IDCJAC0010,094250,2019,07,12,10.3,1,Y
IDCJAC0010,094250,2019,07,13,9.2,1,Y
IDCJAC0010,094250,2019,07,14,11.3,1,Y
IDCJAC0010,094250,2019,07,15,14.7,1,Y
IDCJAC0010,094250,2019,07,16,14.9,1,Y
IDCJAC0010,094250,2019,07,17,13.1,1,Y
IDCJAC0010,094250,2019,07,18,11.1,1,Y
IDCJAC0010,094250,2019,07,19,14.8,1,Y
IDCJAC0010,094250,2019,07,20,16.4,1,Y
IDCJAC0010,094250,2019,07,21,15.8,1,Y
IDCJAC0010,094250,2019,07,22,16.8,1,Y
IDCJAC0010,094250,2019,07,23,13.5,1,Y
IDCJAC0010,094250,2019,07,24,14.1,1,Y
IDCJAC0010,094250,2019,07,25,16.9,1,Y
IDCJAC0010,094250,2019,07,26,13.1,1,Y
IDCJAC0010,094250,2019,07,27,12.4,1,Y
IDCJAC0010,094250,2019,07,28,15.3,1,Y
IDCJAC0010,094250,2019,07,29,11.2,1,Y
IDCJAC0010,094250,2019,07,30,11.7,1,Y
IDCJAC0010,094250,2019,07,31,13.7,1,Y
IDCJAC0010,094250,2019,08,01,14.4,1,Y
IDCJAC0010,094250,2019,08,02,14.2,1,Y
IDCJAC0010,094250,2019,08,03,12.1,1,Y
IDCJAC0010,094250,2019,08,04,11.3,1,Y
IDCJAC0010,094250,2019,08,05,14.9,1,Y
IDCJAC0010,094250,2019,08,06,17.3,1,Y
IDCJAC0010,094250,2019,08,07,13.2,1,Y
IDCJAC0010,094250,2019,08,08,8.5,1,Y
IDCJAC0010,094250,2019,08,09,10.5,1,Y
IDCJAC0010,094250,2019,08,10,9.9,1,Y
IDCJAC0010,094250,2019,08,11,11.9,1,Y
IDCJAC0010,094250,2019,08,12,13.7,1,Y
IDCJAC0010,094250,2019,08,13,15.6,1,Y
IDCJAC0010,094250,2019,08,14,15.5,1,Y
IDCJAC0010,094250,2019,08,15,18.3,1,Y
IDCJAC0010,094250,2019,08,16,11.7,1,Y
IDCJAC0010,094250,2019,08,17,14.8,1,Y
IDCJAC0010,094250,2019,08,18,17.9,1,Y
IDCJAC0010,094250,2019,08,19,13.8,1,Y
IDCJAC0010,094250,2019,08,20,17.0,1,Y
IDCJAC0010,094250,2019,08,21,11.3,1,Y
IDCJAC0010,094250,2019,08,22,11.0,1,Y
IDCJAC0010,094250,2019,08,23,16.0,1,Y
IDCJAC0010,094250,2019,08,24,18.3,1,Y
IDCJAC0010,094250,2019,08,25,11.3,1,Y
IDCJAC0010,094250,2019,08,26,15.4,1,Y
IDCJAC0010,094250,2019,08,27,15.8,1,Y
IDCJAC0010,094250,2019,08,28,9.7,1,Y
IDCJAC0010,094250,2019,08,29,13.6,1,Y
IDCJAC0010,094250,2019,08,30,15.6,1,Y
IDCJAC0010,094250,2019,08,31,18.9,1,Y
IDCJAC0010,094250,2019,09,01,15.2,1,Y
IDCJAC0010,094250,2019,09,02,18.5,1,Y
IDCJAC0010,094250,2019,09,03,20.8,1,Y
IDCJAC0010,094250,2019,09,04,16.7,1,Y
IDCJAC0010,094250,2019,09,05,14.6,1,Y
IDCJAC0010,094250,2019,09,06,11.5,1,Y
IDCJAC0010,094250,2019,09,07,10.1,1,Y
IDCJAC0010,094250,2019,09,08,14.6,1,Y
IDCJAC0010,094250,2019,09,09,11.9,1,Y
IDCJAC0010,094250,2019,09,10,17.1,1,Y
IDCJAC0010,094250,2019,09,11,21.4,1,Y
IDCJAC0010,094250,2019,09,12,18.5,1,Y
IDCJAC0010,094250,2019,09,13,16.1,1,Y
IDCJAC0010,094250,2019,09,14,17.8,1,Y
IDCJAC0010,094250,2019,09,15,17.8,1,Y
IDCJAC0010,094250,2019,09,16,11.0,1,Y
IDCJAC0010,094250,2019,09,17,14.9,1,Y
IDCJAC0010,094250,2019,09,18,17.6,1,Y
IDCJAC0010,094250,2019,09,19,22.2,1,Y
IDCJAC0010,094250,2019,09,20,26.3,1,Y
IDCJAC0010,094250,2019,09,21,21.8,1,Y
IDCJAC0010,094250,2019,09,22,,,
IDCJAC0010,094250,2019,09,23,14.2,1,Y
IDCJAC0010,094250,2019,09,24,16.9,1,Y
IDCJAC0010,094250,2019,09,25,14.1,1,Y
IDCJAC0010,094250,2019,09,26,19.5,1,Y
IDCJAC0010,094250,2019,09,27,20.0,1,Y
IDCJAC0010,094250,2019,09,28,17.2,1,Y
IDCJAC0010,094250,2019,09,29,15.5,1,Y
IDCJAC0010,094250,2019,09,30,15.2,1,Y
IDCJAC0010,094250,2019,10,01,16.4,1,Y
IDCJAC0010,094250,2019,10,02,20.1,1,Y
IDCJAC0010,094250,2019,10,03,29.0,1,Y
IDCJAC0010,094250,2019,10,04,15.7,1,Y
IDCJAC0010,094250,2019,10,05,16.3,1,Y
IDCJAC0010,094250,2019,10,06,19.6,1,Y
IDCJAC0010,094250,2019,10,07,16.3,1,Y
IDCJAC0010,094250,2019,10,08,13.7,1,Y
IDCJAC0010,094250,2019,10,09,14.2,1,Y
IDCJAC0010,094250,2019,10,10,14.4,1,Y
IDCJAC0010,094250,2019,10,11,13.7,1,Y
IDCJAC0010,094250,2019,10,12,14.5,1,Y
IDCJAC0010,094250,2019,10,13,17.0,1,Y
IDCJAC0010,094250,2019,10,14,23.7,1,Y
IDCJAC0010,094250,2019,10,15,12.8,1,Y
IDCJAC0010,094250,2019,10,16,16.5,1,Y
IDCJAC0010,094250,2019,10,17,15.7,1,Y
IDCJAC0010,094250,2019,10,18,20.3,1,Y
IDCJAC0010,094250,2019,10,19,15.0,1,Y
IDCJAC0010,094250,2019,10,20,20.2,1,Y
IDCJAC0010,094250,2019,10,21,20.8,1,Y
IDCJAC0010,094250,2019,10,22,19.8,1,Y
IDCJAC0010,094250,2019,10,23,23.7,1,Y
IDCJAC0010,094250,2019,10,24,28.2,1,Y
