Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094250,2017,02,15,,,
IDCJAC0010,094250,2017,02,16,,,
IDCJAC0010,094250,2017,02,17,,,
IDCJAC0010,094250,2017,02,18,,,
IDCJAC0010,094250,2017,02,19,,,
IDCJAC0010,094250,2017,02,20,,,
IDCJAC0010,094250,2017,02,21,,,
IDCJAC0010,094250,2017,02,22,,,
IDCJAC0010,094250,2017,02,23,,,
IDCJAC0010,094250,2017,02,24,,,
IDCJAC0010,094250,2017,02,25,,,
IDCJAC0010,094250,2017,02,26,,,
IDCJAC0010,094250,2017,02,27,,,
IDCJAC0010,094250,2017,02,28,,,
IDCJAC0010,094250,2017,03,01,,,
IDCJAC0010,094250,2017,03,02,,,
IDCJAC0010,094250,2017,03,03,,,
IDCJAC0010,094250,2017,03,04,,,
IDCJAC0010,094250,2017,03,05,,,
IDCJAC0010,094250,2017,03,06,,,
IDCJAC0010,094250,2017,03,07,,,
IDCJAC0010,094250,2017,03,08,,,
IDCJAC0010,094250,2017,03,09,,,
IDCJAC0010,094250,2017,03,10,,,
IDCJAC0010,094250,2017,03,11,,,
IDCJAC0010,094250,2017,03,12,,,
IDCJAC0010,094250,2017,03,13,,,
IDCJAC0010,094250,2017,03,14,,,
IDCJAC0010,094250,2017,03,15,,,
IDCJAC0010,094250,2017,03,16,,,
IDCJAC0010,094250,2017,03,17,,,
IDCJAC0010,094250,2017,03,18,,,
IDCJAC0010,094250,2017,03,19,,,
IDCJAC0010,094250,2017,03,20,,,
IDCJAC0010,094250,2017,03,21,,,
IDCJAC0010,094250,2017,03,22,,,
IDCJAC0010,094250,2017,03,23,,,
IDCJAC0010,094250,2017,03,24,,,
IDCJAC0010,094250,2017,03,25,,,
IDCJAC0010,094250,2017,03,26,,,
IDCJAC0010,094250,2017,03,27,,,
IDCJAC0010,094250,2017,03,28,,,
IDCJAC0010,094250,2017,03,29,,,
IDCJAC0010,094250,2017,03,30,,,
IDCJAC0010,094250,2017,03,31,,,
IDCJAC0010,094250,2017,04,01,,,
IDCJAC0010,094250,2017,04,02,,,
IDCJAC0010,094250,2017,04,03,,,
IDCJAC0010,094250,2017,04,04,,,
IDCJAC0010,094250,2017,04,05,,,
IDCJAC0010,094250,2017,04,06,,,
IDCJAC0010,094250,2017,04,07,,,
IDCJAC0010,094250,2017,04,08,,,
IDCJAC0010,094250,2017,04,09,,,
IDCJAC0010,094250,2017,04,10,,,
IDCJAC0010,094250,2017,04,11,,,
IDCJAC0010,094250,2017,04,12,,,
IDCJAC0010,094250,2017,04,13,,,
IDCJAC0010,094250,2017,04,14,,,
IDCJAC0010,094250,2017,04,15,,,
IDCJAC0010,094250,2017,04,16,,,
IDCJAC0010,094250,2017,04,17,,,
IDCJAC0010,094250,2017,04,18,,,
IDCJAC0010,094250,2017,04,19,,,
IDCJAC0010,094250,2017,04,20,,,
IDCJAC0010,094250,2017,04,21,,,
IDCJAC0010,094250,2017,04,22,,,
IDCJAC0010,094250,2017,04,23,,,
IDCJAC0010,094250,2017,04,24,,,
IDCJAC0010,094250,2017,04,25,,,
IDCJAC0010,094250,2017,04,26,,,
IDCJAC0010,094250,2017,04,27,,,
IDCJAC0010,094250,2017,04,28,,,
IDCJAC0010,094250,2017,04,29,,,
IDCJAC0010,094250,2017,04,30,,,
IDCJAC0010,094250,2017,05,01,,,
IDCJAC0010,094250,2017,05,02,,,
IDCJAC0010,094250,2017,05,03,,,
IDCJAC0010,094250,2017,05,04,,,
IDCJAC0010,094250,2017,05,05,,,
IDCJAC0010,094250,2017,05,06,,,
IDCJAC0010,094250,2017,05,07,,,
IDCJAC0010,094250,2017,05,08,,,
IDCJAC0010,094250,2017,05,09,,,
IDCJAC0010,094250,2017,05,10,,,
IDCJAC0010,094250,2017,05,11,,,
IDCJAC0010,094250,2017,05,12,,,
IDCJAC0010,094250,2017,05,13,,,
IDCJAC0010,094250,2017,05,14,,,
IDCJAC0010,094250,2017,05,15,,,
IDCJAC0010,094250,2017,05,16,,,
IDCJAC0010,094250,2017,05,17,,,
IDCJAC0010,094250,2017,05,18,,,
IDCJAC0010,094250,2017,05,19,,,
IDCJAC0010,094250,2017,05,20,,,
IDCJAC0010,094250,2017,05,21,,,
IDCJAC0010,094250,2017,05,22,,,
IDCJAC0010,094250,2017,05,23,,,
IDCJAC0010,094250,2017,05,24,,,
IDCJAC0010,094250,2017,05,25,,,
IDCJAC0010,094250,2017,05,26,,,
IDCJAC0010,094250,2017,05,27,,,
IDCJAC0010,094250,2017,05,28,,,
IDCJAC0010,094250,2017,05,29,,,
IDCJAC0010,094250,2017,05,30,,,
IDCJAC0010,094250,2017,05,31,,,
IDCJAC0010,094250,2017,06,01,,,
IDCJAC0010,094250,2017,06,02,,,
IDCJAC0010,094250,2017,06,03,,,
IDCJAC0010,094250,2017,06,04,,,
IDCJAC0010,094250,2017,06,05,,,
IDCJAC0010,094250,2017,06,06,11.2,1,Y
IDCJAC0010,094250,2017,06,07,12.5,1,Y
IDCJAC0010,094250,2017,06,08,13.6,1,Y
IDCJAC0010,094250,2017,06,09,16.2,1,Y
IDCJAC0010,094250,2017,06,10,15.3,1,Y
IDCJAC0010,094250,2017,06,11,15.8,1,Y
IDCJAC0010,094250,2017,06,12,15.9,1,Y
IDCJAC0010,094250,2017,06,13,16.2,1,Y
IDCJAC0010,094250,2017,06,14,14.8,1,Y
IDCJAC0010,094250,2017,06,15,17.5,1,Y
IDCJAC0010,094250,2017,06,16,16.9,1,Y
IDCJAC0010,094250,2017,06,17,17.5,1,Y
IDCJAC0010,094250,2017,06,18,14.5,1,Y
IDCJAC0010,094250,2017,06,19,17.1,1,Y
IDCJAC0010,094250,2017,06,20,17.2,1,Y
IDCJAC0010,094250,2017,06,21,11.7,1,Y
IDCJAC0010,094250,2017,06,22,11.6,1,Y
IDCJAC0010,094250,2017,06,23,15.7,1,Y
IDCJAC0010,094250,2017,06,24,11.2,1,Y
IDCJAC0010,094250,2017,06,25,13.3,1,Y
IDCJAC0010,094250,2017,06,26,13.4,1,Y
IDCJAC0010,094250,2017,06,27,11.9,1,Y
IDCJAC0010,094250,2017,06,28,12.9,1,Y
IDCJAC0010,094250,2017,06,29,11.4,1,Y
IDCJAC0010,094250,2017,06,30,10.1,1,Y
IDCJAC0010,094250,2017,07,01,10.9,1,Y
IDCJAC0010,094250,2017,07,02,12.6,1,Y
IDCJAC0010,094250,2017,07,03,11.1,1,Y
IDCJAC0010,094250,2017,07,04,11.4,1,Y
IDCJAC0010,094250,2017,07,05,14.1,1,Y
IDCJAC0010,094250,2017,07,06,14.6,1,Y
IDCJAC0010,094250,2017,07,07,11.7,1,Y
IDCJAC0010,094250,2017,07,08,12.7,1,Y
IDCJAC0010,094250,2017,07,09,12.3,1,Y
IDCJAC0010,094250,2017,07,10,12.2,1,Y
IDCJAC0010,094250,2017,07,11,11.4,1,Y
IDCJAC0010,094250,2017,07,12,11.7,1,Y
IDCJAC0010,094250,2017,07,13,14.1,1,Y
IDCJAC0010,094250,2017,07,14,12.4,1,Y
IDCJAC0010,094250,2017,07,15,11.6,1,Y
IDCJAC0010,094250,2017,07,16,10.9,1,Y
IDCJAC0010,094250,2017,07,17,12.1,1,Y
IDCJAC0010,094250,2017,07,18,13.5,1,Y
IDCJAC0010,094250,2017,07,19,11.3,1,Y
IDCJAC0010,094250,2017,07,20,10.9,1,Y
IDCJAC0010,094250,2017,07,21,13.1,1,Y
IDCJAC0010,094250,2017,07,22,15.4,1,Y
IDCJAC0010,094250,2017,07,23,13.0,1,Y
IDCJAC0010,094250,2017,07,24,12.4,1,Y
IDCJAC0010,094250,2017,07,25,15.4,1,Y
IDCJAC0010,094250,2017,07,26,10.3,1,Y
IDCJAC0010,094250,2017,07,27,11.9,1,Y
IDCJAC0010,094250,2017,07,28,14.0,1,Y
IDCJAC0010,094250,2017,07,29,15.0,1,Y
IDCJAC0010,094250,2017,07,30,14.7,1,Y
IDCJAC0010,094250,2017,07,31,12.9,1,Y
IDCJAC0010,094250,2017,08,01,12.1,1,Y
IDCJAC0010,094250,2017,08,02,11.9,1,Y
IDCJAC0010,094250,2017,08,03,12.1,1,Y
IDCJAC0010,094250,2017,08,04,10.3,1,
IDCJAC0010,094250,2017,08,05,15.5,1,Y
IDCJAC0010,094250,2017,08,06,15.4,1,Y
IDCJAC0010,094250,2017,08,07,12.8,1,Y
IDCJAC0010,094250,2017,08,08,15.1,1,Y
IDCJAC0010,094250,2017,08,09,15.0,1,Y
IDCJAC0010,094250,2017,08,10,18.7,1,Y
IDCJAC0010,094250,2017,08,11,14.6,1,Y
IDCJAC0010,094250,2017,08,12,10.8,1,Y
IDCJAC0010,094250,2017,08,13,13.9,1,Y
IDCJAC0010,094250,2017,08,14,17.1,1,Y
IDCJAC0010,094250,2017,08,15,15.8,1,Y
IDCJAC0010,094250,2017,08,16,14.7,1,Y
IDCJAC0010,094250,2017,08,17,12.2,1,Y
IDCJAC0010,094250,2017,08,18,9.6,1,Y
IDCJAC0010,094250,2017,08,19,11.7,1,Y
IDCJAC0010,094250,2017,08,20,14.0,1,Y
IDCJAC0010,094250,2017,08,21,14.1,1,Y
IDCJAC0010,094250,2017,08,22,16.5,1,Y
IDCJAC0010,094250,2017,08,23,11.0,1,Y
IDCJAC0010,094250,2017,08,24,14.0,1,Y
IDCJAC0010,094250,2017,08,25,17.0,1,Y
IDCJAC0010,094250,2017,08,26,17.6,1,Y
IDCJAC0010,094250,2017,08,27,10.5,1,Y
IDCJAC0010,094250,2017,08,28,13.4,1,Y
IDCJAC0010,094250,2017,08,29,15.1,1,Y
IDCJAC0010,094250,2017,08,30,11.5,1,Y
IDCJAC0010,094250,2017,08,31,11.2,1,Y
IDCJAC0010,094250,2017,09,01,14.6,1,Y
IDCJAC0010,094250,2017,09,02,17.8,1,Y
IDCJAC0010,094250,2017,09,03,20.2,1,Y
IDCJAC0010,094250,2017,09,04,10.5,1,Y
IDCJAC0010,094250,2017,09,05,10.4,1,Y
IDCJAC0010,094250,2017,09,06,13.5,1,Y
IDCJAC0010,094250,2017,09,07,15.8,1,Y
IDCJAC0010,094250,2017,09,08,10.6,1,Y
IDCJAC0010,094250,2017,09,09,14.5,1,Y
IDCJAC0010,094250,2017,09,10,15.0,1,Y
IDCJAC0010,094250,2017,09,11,17.7,1,Y
IDCJAC0010,094250,2017,09,12,11.6,1,Y
IDCJAC0010,094250,2017,09,13,14.0,1,Y
IDCJAC0010,094250,2017,09,14,14.7,1,Y
IDCJAC0010,094250,2017,09,15,15.6,1,Y
IDCJAC0010,094250,2017,09,16,11.3,1,Y
IDCJAC0010,094250,2017,09,17,17.9,1,Y
IDCJAC0010,094250,2017,09,18,20.6,1,Y
IDCJAC0010,094250,2017,09,19,13.1,1,Y
IDCJAC0010,094250,2017,09,20,17.2,1,Y
IDCJAC0010,094250,2017,09,21,21.9,1,Y
IDCJAC0010,094250,2017,09,22,19.6,1,Y
IDCJAC0010,094250,2017,09,23,17.7,1,Y
IDCJAC0010,094250,2017,09,24,18.1,1,Y
IDCJAC0010,094250,2017,09,25,13.7,1,Y
IDCJAC0010,094250,2017,09,26,14.9,1,Y
IDCJAC0010,094250,2017,09,27,14.1,1,Y
IDCJAC0010,094250,2017,09,28,15.6,1,Y
IDCJAC0010,094250,2017,09,29,16.8,1,Y
IDCJAC0010,094250,2017,09,30,13.9,1,Y
IDCJAC0010,094250,2017,10,01,19.2,1,Y
IDCJAC0010,094250,2017,10,02,21.3,1,Y
IDCJAC0010,094250,2017,10,03,20.2,1,Y
IDCJAC0010,094250,2017,10,04,11.1,1,Y
IDCJAC0010,094250,2017,10,05,14.2,1,Y
IDCJAC0010,094250,2017,10,06,15.0,1,Y
IDCJAC0010,094250,2017,10,07,18.5,1,Y
IDCJAC0010,094250,2017,10,08,22.1,1,Y
IDCJAC0010,094250,2017,10,09,18.2,1,Y
IDCJAC0010,094250,2017,10,10,19.0,1,Y
IDCJAC0010,094250,2017,10,11,20.5,1,Y
IDCJAC0010,094250,2017,10,12,18.0,1,Y
IDCJAC0010,094250,2017,10,13,17.9,1,Y
IDCJAC0010,094250,2017,10,14,19.6,1,Y
IDCJAC0010,094250,2017,10,15,24.7,1,Y
IDCJAC0010,094250,2017,10,16,22.9,1,Y
IDCJAC0010,094250,2017,10,17,28.6,1,Y
IDCJAC0010,094250,2017,10,18,32.1,1,Y
IDCJAC0010,094250,2017,10,19,26.1,1,Y
IDCJAC0010,094250,2017,10,20,18.8,1,Y
IDCJAC0010,094250,2017,10,21,19.4,1,Y
IDCJAC0010,094250,2017,10,22,21.0,1,Y
IDCJAC0010,094250,2017,10,23,19.9,1,Y
IDCJAC0010,094250,2017,10,24,17.4,1,Y
IDCJAC0010,094250,2017,10,25,17.1,1,Y
IDCJAC0010,094250,2017,10,26,19.9,1,Y
IDCJAC0010,094250,2017,10,27,23.3,1,Y
IDCJAC0010,094250,2017,10,28,24.8,1,Y
IDCJAC0010,094250,2017,10,29,23.7,1,Y
IDCJAC0010,094250,2017,10,30,18.6,1,Y
IDCJAC0010,094250,2017,10,31,19.1,1,Y
IDCJAC0010,094250,2017,11,01,18.9,1,Y
IDCJAC0010,094250,2017,11,02,14.3,1,Y
IDCJAC0010,094250,2017,11,03,14.6,1,Y
IDCJAC0010,094250,2017,11,04,14.8,1,Y
IDCJAC0010,094250,2017,11,05,14.5,1,Y
IDCJAC0010,094250,2017,11,06,19.8,1,Y
IDCJAC0010,094250,2017,11,07,17.4,1,Y
IDCJAC0010,094250,2017,11,08,20.6,1,Y
IDCJAC0010,094250,2017,11,09,16.9,1,Y
IDCJAC0010,094250,2017,11,10,20.4,1,Y
IDCJAC0010,094250,2017,11,11,19.9,1,Y
IDCJAC0010,094250,2017,11,12,19.9,1,Y
IDCJAC0010,094250,2017,11,13,26.1,1,Y
IDCJAC0010,094250,2017,11,14,29.8,1,Y
IDCJAC0010,094250,2017,11,15,28.1,1,Y
IDCJAC0010,094250,2017,11,16,15.2,1,Y
IDCJAC0010,094250,2017,11,17,25.3,1,Y
IDCJAC0010,094250,2017,11,18,29.0,1,Y
IDCJAC0010,094250,2017,11,19,27.8,1,Y
IDCJAC0010,094250,2017,11,20,27.8,1,Y
IDCJAC0010,094250,2017,11,21,29.6,1,Y
IDCJAC0010,094250,2017,11,22,31.3,1,Y
IDCJAC0010,094250,2017,11,23,30.5,1,Y
IDCJAC0010,094250,2017,11,24,24.8,1,Y
IDCJAC0010,094250,2017,11,25,23.0,1,Y
IDCJAC0010,094250,2017,11,26,23.6,1,Y
IDCJAC0010,094250,2017,11,27,22.0,1,Y
IDCJAC0010,094250,2017,11,28,21.0,1,Y
IDCJAC0010,094250,2017,11,29,26.2,1,Y
IDCJAC0010,094250,2017,11,30,33.3,1,Y
IDCJAC0010,094250,2017,12,01,24.6,1,Y
IDCJAC0010,094250,2017,12,02,14.7,1,Y
IDCJAC0010,094250,2017,12,03,13.5,1,Y
IDCJAC0010,094250,2017,12,04,16.1,1,Y
IDCJAC0010,094250,2017,12,05,17.9,1,Y
IDCJAC0010,094250,2017,12,06,17.1,1,Y
IDCJAC0010,094250,2017,12,07,21.8,1,Y
IDCJAC0010,094250,2017,12,08,19.8,1,Y
IDCJAC0010,094250,2017,12,09,22.3,1,Y
IDCJAC0010,094250,2017,12,10,25.6,1,Y
IDCJAC0010,094250,2017,12,11,22.0,1,Y
IDCJAC0010,094250,2017,12,12,23.4,1,Y
IDCJAC0010,094250,2017,12,13,27.9,1,Y
IDCJAC0010,094250,2017,12,14,26.5,1,Y
IDCJAC0010,094250,2017,12,15,22.2,1,Y
IDCJAC0010,094250,2017,12,16,23.6,1,Y
IDCJAC0010,094250,2017,12,17,19.9,1,Y
IDCJAC0010,094250,2017,12,18,24.4,1,Y
IDCJAC0010,094250,2017,12,19,30.5,1,Y
IDCJAC0010,094250,2017,12,20,22.6,1,Y
IDCJAC0010,094250,2017,12,21,24.1,1,Y
IDCJAC0010,094250,2017,12,22,25.3,1,Y
IDCJAC0010,094250,2017,12,23,25.0,1,Y
IDCJAC0010,094250,2017,12,24,19.6,1,Y
IDCJAC0010,094250,2017,12,25,21.9,1,Y
IDCJAC0010,094250,2017,12,26,22.8,1,Y
IDCJAC0010,094250,2017,12,27,31.8,1,Y
IDCJAC0010,094250,2017,12,28,33.0,1,Y
IDCJAC0010,094250,2017,12,29,26.5,1,Y
IDCJAC0010,094250,2017,12,30,19.7,1,Y
IDCJAC0010,094250,2017,12,31,27.8,1,Y
IDCJAC0010,094250,2018,01,01,23.6,1,Y
IDCJAC0010,094250,2018,01,02,23.8,1,Y
IDCJAC0010,094250,2018,01,03,22.5,1,Y
IDCJAC0010,094250,2018,01,04,25.5,1,Y
IDCJAC0010,094250,2018,01,05,22.7,1,Y
IDCJAC0010,094250,2018,01,06,34.1,1,Y
IDCJAC0010,094250,2018,01,07,23.5,1,Y
IDCJAC0010,094250,2018,01,08,26.3,1,Y
IDCJAC0010,094250,2018,01,09,21.0,1,Y
IDCJAC0010,094250,2018,01,10,22.5,1,Y
IDCJAC0010,094250,2018,01,11,26.9,1,Y
IDCJAC0010,094250,2018,01,12,28.5,1,Y
IDCJAC0010,094250,2018,01,13,16.9,1,Y
IDCJAC0010,094250,2018,01,14,19.3,1,Y
IDCJAC0010,094250,2018,01,15,19.8,1,Y
IDCJAC0010,094250,2018,01,16,21.0,1,Y
IDCJAC0010,094250,2018,01,17,21.6,1,Y
IDCJAC0010,094250,2018,01,18,31.9,1,Y
IDCJAC0010,094250,2018,01,19,31.3,1,Y
IDCJAC0010,094250,2018,01,20,21.4,1,Y
IDCJAC0010,094250,2018,01,21,24.2,1,Y
IDCJAC0010,094250,2018,01,22,24.5,1,Y
IDCJAC0010,094250,2018,01,23,27.1,1,Y
IDCJAC0010,094250,2018,01,24,25.1,1,Y
IDCJAC0010,094250,2018,01,25,28.0,1,Y
IDCJAC0010,094250,2018,01,26,23.3,1,Y
IDCJAC0010,094250,2018,01,27,30.3,1,Y
IDCJAC0010,094250,2018,01,28,36.5,1,Y
IDCJAC0010,094250,2018,01,29,28.1,1,Y
IDCJAC0010,094250,2018,01,30,18.9,1,Y
IDCJAC0010,094250,2018,01,31,17.0,1,Y
IDCJAC0010,094250,2018,02,01,20.7,1,Y
IDCJAC0010,094250,2018,02,02,19.8,1,Y
IDCJAC0010,094250,2018,02,03,21.5,1,Y
IDCJAC0010,094250,2018,02,04,19.7,1,Y
IDCJAC0010,094250,2018,02,05,21.2,1,Y
IDCJAC0010,094250,2018,02,06,25.6,1,Y
IDCJAC0010,094250,2018,02,07,29.1,1,Y
IDCJAC0010,094250,2018,02,08,22.0,1,Y
IDCJAC0010,094250,2018,02,09,23.8,1,Y
IDCJAC0010,094250,2018,02,10,29.4,1,Y
IDCJAC0010,094250,2018,02,11,20.2,1,Y
IDCJAC0010,094250,2018,02,12,23.7,1,Y
IDCJAC0010,094250,2018,02,13,21.8,1,Y
IDCJAC0010,094250,2018,02,14,19.1,1,Y
IDCJAC0010,094250,2018,02,15,21.5,1,Y
IDCJAC0010,094250,2018,02,16,18.5,1,Y
IDCJAC0010,094250,2018,02,17,23.9,1,Y
IDCJAC0010,094250,2018,02,18,18.9,1,Y
IDCJAC0010,094250,2018,02,19,16.9,1,Y
IDCJAC0010,094250,2018,02,20,18.7,1,Y
IDCJAC0010,094250,2018,02,21,21.1,1,Y
IDCJAC0010,094250,2018,02,22,23.5,1,Y
IDCJAC0010,094250,2018,02,23,23.7,1,Y
IDCJAC0010,094250,2018,02,24,21.7,1,Y
IDCJAC0010,094250,2018,02,25,17.9,1,Y
IDCJAC0010,094250,2018,02,26,21.5,1,Y
IDCJAC0010,094250,2018,02,27,25.8,1,Y
IDCJAC0010,094250,2018,02,28,27.0,1,Y
IDCJAC0010,094250,2018,03,01,18.9,1,Y
IDCJAC0010,094250,2018,03,02,22.0,1,Y
IDCJAC0010,094250,2018,03,03,26.1,1,Y
IDCJAC0010,094250,2018,03,04,20.8,1,Y
IDCJAC0010,094250,2018,03,05,18.3,1,Y
IDCJAC0010,094250,2018,03,06,20.3,1,Y
IDCJAC0010,094250,2018,03,07,20.8,1,Y
IDCJAC0010,094250,2018,03,08,21.0,1,Y
IDCJAC0010,094250,2018,03,09,24.4,1,Y
IDCJAC0010,094250,2018,03,10,29.2,1,Y
IDCJAC0010,094250,2018,03,11,23.8,1,Y
IDCJAC0010,094250,2018,03,12,20.3,1,Y
IDCJAC0010,094250,2018,03,13,22.3,1,Y
IDCJAC0010,094250,2018,03,14,20.7,1,Y
IDCJAC0010,094250,2018,03,15,18.8,1,Y
IDCJAC0010,094250,2018,03,16,19.9,1,Y
IDCJAC0010,094250,2018,03,17,30.0,1,Y
IDCJAC0010,094250,2018,03,18,20.1,1,Y
IDCJAC0010,094250,2018,03,19,20.6,1,Y
IDCJAC0010,094250,2018,03,20,16.2,1,Y
IDCJAC0010,094250,2018,03,21,17.1,1,Y
IDCJAC0010,094250,2018,03,22,17.0,1,Y
IDCJAC0010,094250,2018,03,23,23.7,1,Y
IDCJAC0010,094250,2018,03,24,19.4,1,Y
IDCJAC0010,094250,2018,03,25,20.8,1,Y
IDCJAC0010,094250,2018,03,26,16.4,1,Y
IDCJAC0010,094250,2018,03,27,18.2,1,Y
IDCJAC0010,094250,2018,03,28,24.9,1,Y
IDCJAC0010,094250,2018,03,29,22.7,1,Y
IDCJAC0010,094250,2018,03,30,20.4,1,Y
IDCJAC0010,094250,2018,03,31,21.0,1,Y
IDCJAC0010,094250,2018,04,01,22.5,1,Y
IDCJAC0010,094250,2018,04,02,20.9,1,Y
IDCJAC0010,094250,2018,04,03,24.0,1,Y
IDCJAC0010,094250,2018,04,04,24.8,1,Y
IDCJAC0010,094250,2018,04,05,22.3,1,Y
IDCJAC0010,094250,2018,04,06,16.1,1,Y
IDCJAC0010,094250,2018,04,07,19.4,1,Y
IDCJAC0010,094250,2018,04,08,19.9,1,Y
IDCJAC0010,094250,2018,04,09,15.8,1,Y
IDCJAC0010,094250,2018,04,10,21.8,1,Y
IDCJAC0010,094250,2018,04,11,15.1,1,Y
IDCJAC0010,094250,2018,04,12,15.8,1,Y
IDCJAC0010,094250,2018,04,13,20.3,1,Y
IDCJAC0010,094250,2018,04,14,17.7,1,Y
IDCJAC0010,094250,2018,04,15,17.4,1,Y
IDCJAC0010,094250,2018,04,16,14.1,1,Y
IDCJAC0010,094250,2018,04,17,16.2,1,Y
IDCJAC0010,094250,2018,04,18,15.5,1,Y
IDCJAC0010,094250,2018,04,19,17.5,1,Y
IDCJAC0010,094250,2018,04,20,17.8,1,Y
IDCJAC0010,094250,2018,04,21,18.7,1,Y
IDCJAC0010,094250,2018,04,22,21.8,1,Y
IDCJAC0010,094250,2018,04,23,20.4,1,Y
IDCJAC0010,094250,2018,04,24,24.0,1,Y
IDCJAC0010,094250,2018,04,25,21.1,1,Y
IDCJAC0010,094250,2018,04,26,17.0,1,Y
IDCJAC0010,094250,2018,04,27,17.7,1,Y
IDCJAC0010,094250,2018,04,28,17.1,1,Y
IDCJAC0010,094250,2018,04,29,18.2,1,Y
IDCJAC0010,094250,2018,04,30,17.5,1,Y
IDCJAC0010,094250,2018,05,01,24.0,1,Y
IDCJAC0010,094250,2018,05,02,17.2,1,Y
IDCJAC0010,094250,2018,05,03,22.5,1,Y
IDCJAC0010,094250,2018,05,04,18.3,1,Y
IDCJAC0010,094250,2018,05,05,19.2,1,Y
IDCJAC0010,094250,2018,05,06,18.0,1,Y
IDCJAC0010,094250,2018,05,07,21.5,1,Y
IDCJAC0010,094250,2018,05,08,15.6,1,Y
IDCJAC0010,094250,2018,05,09,19.6,1,Y
IDCJAC0010,094250,2018,05,10,13.7,1,Y
IDCJAC0010,094250,2018,05,11,13.0,1,Y
IDCJAC0010,094250,2018,05,12,14.1,1,Y
IDCJAC0010,094250,2018,05,13,14.2,1,Y
IDCJAC0010,094250,2018,05,14,16.6,1,Y
IDCJAC0010,094250,2018,05,15,13.5,1,Y
IDCJAC0010,094250,2018,05,16,13.3,1,Y
IDCJAC0010,094250,2018,05,17,16.2,1,Y
IDCJAC0010,094250,2018,05,18,14.8,1,Y
IDCJAC0010,094250,2018,05,19,15.4,1,Y
IDCJAC0010,094250,2018,05,20,15.1,1,Y
IDCJAC0010,094250,2018,05,21,15.7,1,
IDCJAC0010,094250,2018,05,22,14.3,1,Y
IDCJAC0010,094250,2018,05,23,16.4,1,Y
IDCJAC0010,094250,2018,05,24,13.8,1,Y
IDCJAC0010,094250,2018,05,25,12.9,1,Y
IDCJAC0010,094250,2018,05,26,14.9,1,Y
IDCJAC0010,094250,2018,05,27,13.3,1,Y
IDCJAC0010,094250,2018,05,28,20.3,1,Y
IDCJAC0010,094250,2018,05,29,17.2,1,Y
IDCJAC0010,094250,2018,05,30,12.6,1,Y
IDCJAC0010,094250,2018,05,31,12.4,1,Y
IDCJAC0010,094250,2018,06,01,13.9,1,Y
IDCJAC0010,094250,2018,06,02,12.4,1,Y
IDCJAC0010,094250,2018,06,03,11.5,1,Y
IDCJAC0010,094250,2018,06,04,14.4,1,Y
IDCJAC0010,094250,2018,06,05,13.6,1,Y
IDCJAC0010,094250,2018,06,06,13.7,1,Y
IDCJAC0010,094250,2018,06,07,17.3,1,Y
IDCJAC0010,094250,2018,06,08,17.2,1,Y
IDCJAC0010,094250,2018,06,09,15.5,1,Y
IDCJAC0010,094250,2018,06,10,14.6,1,Y
IDCJAC0010,094250,2018,06,11,15.7,1,Y
IDCJAC0010,094250,2018,06,12,10.8,1,Y
IDCJAC0010,094250,2018,06,13,14.7,1,Y
